filename,imgId,name,location1,location2,type1,type2,nameKr,location,lat,lng
한양대 재생토목관_004_43055828.JPG,43055828,한양대학교서울캠퍼스_재성토목관,서울특별시,성동구,지역상징성,학교,한양대학교서울캠퍼스_재성토목관,서울특별시 성동구 행당동 17-7,37.55783,127.03571
올림픽대교_006_40686610.JPG,40686610,올림픽대교,서울특별시,송파구,지역상징성,교량,올림픽대교,서울특별시 송파구 신천동,37.5184928,127.1030779
한양대학교서울캠퍼스_백남학술정보관_004_34813687.jpg,34813687,한양대학교서울캠퍼스_백남학술정보관,서울특별시,성동구,지역상징성,학교,한양대학교서울캠퍼스_백남학술정보관,서울특별시 성동구 사근동 17,37.5589948,127.0480281
갤러리SP_020_38568010.jpg,38568010,갤러리S.P,서울특별시,용산구,시설,미술관,갤러리S.P,서울특별시 용산구 회나무로44가길 30(이태원동),0,0
서울시립대학교_미디어관_008_35435355.jpg,35435355,서울시립대학교_미디어관,서울특별시,동대문구,지역상징성,학교,서울시립대학교_미디어관,서울특별시 동대문구 전농동 694,37.5806,127.05543
종로성당_002_38974203.jpg,38974203,종로성당,서울특별시,종로구,지역상징성,명소,종로성당,서울특별시 종로구 인의동 167,37.57236,126.9971
LG한강자이아파트_010_0.jpg,0,LG한강자이아파트,서울특별시,용산구,건물,아파트,LG한강자이아파트,서울특별시 용산구 이촌로64길 15,37.520214,126.9682402
자양전통시장_009_39693659.jpg,39693659,자양전통시장,서울특별시,광진구,지역상징성,시장,자양전통시장,서울특별시 광진구 자양동 602,37.5329735,127.0727409
서울대학교 관악캠퍼스_자하연_010_43036195.jpg,43036195,서울대학교관악캠퍼스_자하연,서울특별시,관악구,지역상징성,학교,서울대학교관악캠퍼스_자하연,서울특별시 관악구 신림동 산56-1,0,0
일신홀_016_38586678.jpg,38586678,일신홀,서울특별시,용산구,문화,공연장,일신홀,서울특별시 용산구 한남동 714 일신빌딩 1층,0,0
송파파인타운9단지아파트_006_0.jpg,0,송파파인타운9단지아파트,서울특별시,송파구,건물,아파트,송파파인타운9단지아파트,서울특별시 송파구 송파대로8길 17,37.478433,127.1310343
경찰혼_003_34583431.jpg,34583431,경찰혼,서울특별시,영등포구,지역상징성,기념비,경찰혼,서울특별시 영등포구 당산동3가 2-11,37.52616,126.89724
유심사_018_43050063.jpg,43050063,유심사,서울특별시,종로구,문화유산,사적,유심사,서울특별시 종로구 계동 43,37.5811587,126.9874149
논현정보도서관_019_35277261.jpg,35277261,논현정보도서관,서울특별시,강남구,지역상징성,도서관,논현정보도서관,서울특별시 강남구 학동로 169,37.5179943,127.0451199
서울약령시한의약박물관_007_36326371.jpg,36326371,서울약령시한의약박물관,서울특별시,동대문구,문화,박물관,서울약령시한의약박물관,서울특별시 동대문구 제기동 1082,37.58465,127.03678
한국방송통신대학교 나눔관_012_35229168.jpg,35229168,한국방송통신대학교나눔관,서울특별시,종로구,지역상징성,대학교,한국방송통신대학교나눔관,서울특별시 종로구 이화장길 81,37.579318549999996,127.00426292901923
서울어린이대공원_디노기차_013_34509655.JPG,34509655,서울어린이대공원놀이동산_디노기차,서울특별시,광진구,지역상징성,테마파크,서울어린이대공원놀이동산_디노기차,서울특별시 광진구 능동 18,37.55792645,127.08108281470203
IMG_0108_42416061.jpg,42416061,성균관대학교인문사회과학캠퍼스_법학관,서울특별시,종로구,지역상징성,학교,성균관대학교인문사회과학캠퍼스_법학관,서울특별시 종로구 명륜3가 53-21,37.58659,126.99398
서울대학교연건캠퍼스_의과대학_067_38296827.jpg,38296827,서울대학교연건캠퍼스_의과대학,서울특별시,종로구,시설,대학교,서울대학교연건캠퍼스_의과대학,서울특별시 종로구 연건동 28-2,37.5784056,126.9999208
삼육대학교_스미스관_004_41396200.jpg,41396200,삼육대학교_스미스관,서울특별시,노원구,지역상징성,학교,삼육대학교_스미스관,서울특별시 노원구 공릉동 26-21,37.63021,127.08818
청룡사(서울)_013_40521528.jpg,40521528,청룡사(서울),서울특별시,종로구,종교시설,사찰,청룡사(서울),서울특별시 종로구 숭인동 17-1,37.57648,127.01848
하늘공원_003_32613533.JPG,32613533,하늘공원,서울특별시,마포구,지역상징성,명소,하늘공원,서울특별시 마포구 상암동 482,37.57157235,126.87280634672527
충정로SK뷰_011_0.jpg,0,충정로SK뷰,서울특별시,서대문구,건물,아파트,충정로SK뷰,서울특별시 서대문구 서소문로 43-8,37.5602177,126.9652624
서울시   노원구   광운대학교_아이스링크장_20201025_007_41497819.jpg,41497819,광운대학교_아이스링크장,서울특별시,노원구,지역상징성,학교,광운대학교_아이스링크장,서울특별시 노원구 월계동 466,37.6289,127.0567
서울역_007_41415497.JPG,41415497,서울역,서울특별시,용산구,지역상징성,역,서울역,서울특별시 용산구 한강대로 405(동자동) 서울역,37.5541059,126.9698126
북서울꿈의숲_창포원_003_42755654.jpg,42755654,북서울꿈의숲_창포원,서울특별시,강북구,지역상징성,공원,북서울꿈의숲_창포원,서울특별시 강북구 번동 93,37.62929,127.03684
럭키레포츠타운_007_34737101.JPG,34737101,럭키레포츠타운,서울특별시,강북구,시설,체육시설,럭키레포츠타운,서울특별시 강북구 한천로 1013,37.6377792,127.0311436
구서울대학교본관_014_34004008.JPG,34004008,구서울대학교본관,서울특별시,종로구,문화유산,사적,구서울대학교본관,서울특별시 종로구 동숭동 1-130,37.58096,127.0051932
정효국악문화재단_004_36157831.jpg,36157831,정효국악문화재단,서울특별시,서초구,문화,공연장,정효국악문화재단,서울특별시 서초구 서초동 1618-55,37.48818,127.01751
20201218_183921_41894784.jpg,41894784,롯데월드_게임팩토리,서울특별시,송파구,지역상징성,테마파크,롯데월드_게임팩토리,서울특별시 송파구 잠실동 47-1,37.5122807,127.0855986
서울시   도봉구   연산군묘_20201026_012_36148042.jpg,36148042,연산군묘,서울특별시,도봉구,문화유산,문화재,연산군묘,서울특별시 도봉구 방학동 562-3,37.66442,127.03333
서울어린이대공원정문주차장_012_36151332.jpg,36151332,서울어린이대공원정문주차장,서울특별시,광진구,지역상징성,테마파크,서울어린이대공원정문주차장,서울특별시 광진구 능동 18,37.55792645,127.08108281470203
삼성래미안공덕3차아파트_002_0.jpg,0,삼성래미안공덕3차아파트,서울특별시,마포구,건물,아파트,삼성래미안공덕3차아파트,서울특별시 마포구 마포대로7길 22,37.5479223,126.9514492
남산 야외식물원_014_41452243.JPG,41452243,남산야외식물원,서울특별시,용산구,자연,수목원,남산야외식물원,서울특별시 용산구 이태원동 258-148,37.53842,126.992
강가햇살어린이놀이터_010_34771684.JPG,34771684,강가햇살어린이놀이터,서울특별시,광진구,시설,근린공원,강가햇살어린이놀이터,서울특별시 광진구 자양동,37.53169045,127.07494767413708
롯데갤러리_본점_008_31629199.JPG,31629199,롯데갤러리본점,서울특별시,중구,시설,미술관,롯데갤러리본점,서울특별시 중구 소공동 1,37.56404125,126.97501658681492
동호대교_008_38582569.jpg,38582569,동호대교,서울특별시,성동구,지역상징성,교량,동호대교,서울특별시 성동구 옥수동,37.54176,127.01648
홍익대학교 서울캠퍼스_문헌관_008_35391646.JPEG,35391646,홍익대학교서울캠퍼스_문헌관,서울특별시,마포구,지역상징성,학교,홍익대학교서울캠퍼스_문헌관,서울특별시 마포구 상수동 72-1,37.54743,126.92473
래미안아트리치_001_0.jpg,0,래미안아트리치,서울특별시,성북구,건물,아파트,래미안아트리치,서울특별시 성북구 돌곶이로8길 22,37.6075434,127.0637746
서경대학교_004_31851567.JPG,31851567,서경대학교,서울특별시,성북구,시설,대학교,서경대학교,서울특별시 성북구 정릉동 산16-1,0,0
노원소방서_022_35023414.jpg,35023414,노원소방서,서울특별시,노원구,공공기관,소방서,노원소방서,서울특별시 노원구 한글비석로1길 8 노원소방서/하계119안전센터,0,0
서강대학교_김대건관_002_36229902.jpg,36229902,서강대학교_김대건관,서울특별시,마포구,지역상징성,학교,서강대학교_김대건관,서울특별시 마포구 대흥동 22-60,37.5495605,126.9401551
혜화문_(홍화문)_009_33537739.JPG,33537739,혜화문(홍화문),서울특별시,종로구,지역상징성,명소,혜화문(홍화문),서울특별시 종로구 혜화동,37.58681425,126.99977827523001
어린이대공원 키즈오토파크_005_34981697.JPG,34981697,키즈오토파크,서울특별시,광진구,지역상징성,테마파크,키즈오토파크,서울특별시 광진구 능동 18,37.55792645,127.08108281470203
20201218_111442_41903138.jpg,41903138,롯데월드_자이로스윙,서울특별시,송파구,지역상징성,테마파크,롯데월드_자이로스윙,서울특별시 송파구 잠실동 47-1,37.5122807,127.0855986
송파오금호반베르디움아파트_013_0.jpg,0,송파오금호반베르디움아파트,서울특별시,송파구,건물,아파트,송파오금호반베르디움아파트,서울특별시 송파구 동남로 342,37.5026523,127.1374429
광화문_011_34004022.JPG,34004022,광화문,서울특별시,종로구,문화유산,사적,광화문,서울특별시 종로구 효자로 12,37.57656705,126.97496905119706
예스24라이브홀_028_38298848.jpg,38298848,예스24라이브홀,서울특별시,광진구,문화,문화예술공간,예스24라이브홀,서울특별시 광진구 광장동 319-33,37.54711,127.10414
래미안세레니티_004_0.jpg,0,래미안세레니티,서울특별시,성북구,건물,아파트,래미안세레니티,서울특별시 성북구 종암로23길 35,37.5999635,127.0335971
소마미술관_023_40185488.JPG,40185488,소마미술관,서울특별시,송파구,전시관,미술관,소마미술관,서울특별시 송파구 방이동 88,37.5141564,127.1195472
어린이대공원 놀이동산_008_41210873.jpg,41210873,서울어린이대공원_놀이동산,서울특별시,광진구,지역상징성,테마파크,서울어린이대공원_놀이동산,서울특별시 광진구 능동 18,37.55792645,127.08108281470203
자양동성당_019_34886646.JPG,34886646,천주교자양동성당,서울특별시,광진구,건물,성당,천주교자양동성당,서울특별시 광진구 능동로4길 13 (자양동),0,0
(강남구)봉은사_비각_004_34778017.jpg,34778017,봉은사_비각,서울특별시,강남구,문화유산,사찰,봉은사_비각,서울특별시 강남구 삼성동 73,37.5147838,127.0543618
(강남구)갤러리 B_004_34534478.jpg,34534478,갤러리B,서울특별시,강남구,시설,미술관,갤러리B,서울특별시 강남구 청담동 9-7,37.52575355,127.0523217253381
경동고등학교_013_34846056.JPG,34846056,경동고등학교,서울특별시,성북구,시설,고등학교,경동고등학교,서울특별시 성북구 보문로29길 49 경동고등학교,0,0
신도림롯데아파트_010_0.jpg,0,신도림롯데아파트,서울특별시,구로구,건물,아파트,신도림롯데아파트,서울특별시 구로구 새말로 31,37.5018622,126.8833438
